window_id,epoch_id,epoch_window_index,epoch_window_count,node_id,assigned_shard_count,assigned_sample_count,samples_processed,effective_throughput,local_inventory_count,cache_hit_rate,shards_pulled_total,bytes_transferred_total,prefetch_wait_s_total,transfer_retry_count
0,0,0,2,decentr-08,3,1536,1536,10.251372309639232,32,1.0,0,0,0.0,0
1,0,1,2,decentr-08,1,512,512,7.726101969345933,32,1.0,0,0,0.006155039009172469,0
2,1,0,2,decentr-08,1,512,512,9.926125353536495,32,1.0,0,0,0.006155039009172469,0
3,1,1,2,decentr-08,1,512,512,9.67776277712946,32,1.0,0,0,0.016746824025176466,0
4,2,0,2,decentr-08,2,1024,1024,9.65663594436277,32,1.0,0,0,0.016746824025176466,0
5,2,1,2,decentr-08,1,512,512,8.19749277778067,32,1.0,0,0,0.030926426028599963,0
6,3,0,2,decentr-08,2,1024,1024,9.83612736579464,32,1.0,0,0,0.030926426028599963,0
7,3,1,2,decentr-08,1,512,512,8.020701195555354,32,1.0,0,0,0.036813522048760206,0
8,4,0,2,decentr-08,1,512,512,9.68661365868402,32,1.0,0,0,0.036813522048760206,0
9,4,1,2,decentr-08,2,1024,1024,10.076918751538447,32,1.0,0,0,0.05026791105046868,0
10,5,0,2,decentr-08,3,1536,1536,10.737790112242967,32,1.0,0,0,0.05026791105046868,0
11,5,1,2,decentr-08,1,512,512,8.245252811443649,32,1.0,0,0,0.057184322067769244,0
12,6,0,2,decentr-08,3,1536,1536,9.807003273996065,32,1.0,0,0,0.057184322067769244,0
13,6,1,2,decentr-08,1,512,512,10.064049835693957,32,1.0,0,0,0.0639686960785184,0
14,7,0,2,decentr-08,3,1536,1536,10.180514400281043,32,1.0,0,0,0.0639686960785184,0
15,7,1,2,decentr-08,1,512,512,8.26307627646829,32,1.0,0,0,0.07108713107299991,0
16,8,0,2,decentr-08,3,1536,1536,11.091880545083434,32,1.0,0,0,0.07108713107299991,0
17,8,1,2,decentr-08,2,1024,1024,10.217054252156641,32,1.0,0,0,0.0782534800528083,0
18,9,0,2,decentr-08,4,2048,2048,10.783890185090344,32,1.0,0,0,0.0782534800528083,0
19,9,1,2,decentr-08,1,512,512,8.201323077609887,32,1.0,0,0,0.08482734303106554,0
20,10,0,2,decentr-08,3,1536,1536,10.736066855606866,32,1.0,0,0,0.08482734303106554,0
