epoch,local_train_loss,local_train_accuracy,local_train_macro_f1,samples_processed,duration_s,mixed_peer_updates,mixed_senders,dropped_peer_updates,dropped_peer_senders,drop_reasons,nonfinite_peer_updates,max_staleness,max_normalized_staleness,stale_mixed_peer_updates,hard_dropped_stale_peer_updates,pushes_sent,failed_pushes_total,push_elapsed_s,push_failed_targets,push_failure_reasons,window_count,val_loss,val_accuracy,val_macro_f1,test_loss,test_accuracy,test_macro_f1,state_digest,last_step,windows,samples_per_s
1,2.4009233936667442,0.12255859375,0.11742495714336573,2048,383.80762838799274,31,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,10,10.0,19,0,32,0,91.48962681906414,[],[],2,2.2063483283996583,0.1568,0.07987163751424489,2.202497644042969,0.1654,0.08252766288996284,e96892dad7293acc0fcbe8b5523425ad978196e25290acaf486624032a9b99c4,64,"[{'window_id': 0, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 137.83757271899958}, {'window_id': 1, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 59.42100036601187}]",5.336006500448366
2,2.175817665244852,0.197265625,0.18695710943461874,3584,510.29381407701294,33,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,30,30.0,30,0,48,0,134.04774364395416,[],[],2,2.216201504898071,0.158,0.07664844986924271,2.204175758743286,0.1638,0.08246744943820568,c76ed3f1f3a50d123ce0518e0d2537eded2bc0b21c449a9a55d073f2dec1f018,176,"[{'window_id': 2, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 6, 'samples_processed': 3072, 'duration_s': 266.03398830399965}, {'window_id': 3, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 47.20528309699148}]",7.023404754538347
3,2.076082779467106,0.243359375,0.2352898508424361,2560,428.516245264007,37,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,106,106.0,34,0,36,0,100.8442462750827,[],[],2,2.1769663257598877,0.2438,0.15834636683960382,2.168986961936951,0.2396,0.15929064045074184,50a5eb52c49f2a22249cb7495cd7701c2f352a075dcff9357e7d1374ee821f62,256,"[{'window_id': 4, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 184.10557140799938}, {'window_id': 5, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.30270647499128}]",5.974102565056302
4,1.9707173183560371,0.264453125,0.25868385775011177,2560,438.685100837989,30,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,126,126.0,30,0,40,0,111.36758038692642,[],[],2,2.107081325149536,0.228,0.18783759728817856,2.095538025665283,0.2328,0.19673106174482163,161938500130290b49d7c8da5e2c232808fe1d39e580e563bb6bf81e0901a6d4,336,"[{'window_id': 6, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 145.01428275898797}, {'window_id': 7, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 96.07802625198383}]",5.835621030004925
5,1.9553300607949495,0.27587890625,0.27096877911974315,2048,389.5728037109948,33,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,124,124.0,32,0,32,0,90.39341254596366,[],[],2,2.0435498575210573,0.293,0.22725812069567156,2.020909686279297,0.2989,0.22990612298032415,05a53630ca3c71c023c735b6891998a4d2a3db8da2b8b031556b262154478b54,400,"[{'window_id': 8, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 147.99541817299905}, {'window_id': 9, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 47.86734234300093}]",5.2570404825263735
6,1.8784032940864563,0.31328125,0.30713671851666424,2560,425.2281593089865,38,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,140,140.0,35,0,36,0,99.19421137598692,[],[],2,1.9333483489990235,0.3122,0.26723817272190914,1.9254307500839234,0.3193,0.27677056601000527,bb55d466f3197e21255877d4c8116b5c38afc01a0bc713119d2b8f3d056388e1,480,"[{'window_id': 10, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 181.2716045069974}, {'window_id': 11, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.50043081500917}]",6.020297442577902
7,1.8295082412660122,0.32080078125,0.31922374684677235,2048,392.1012077089981,31,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-13', 'decentr-14', 'decentr-16', 'decentr-17', 'decentr-19', 'decentr-20']",0,[],[],0,150,150.0,29,0,32,0,91.14348700604751,[],[],2,2.010131225395203,0.308,0.25682729554431777,2.0010591775894166,0.3173,0.26700739340773505,b2d016388c4ec1260a397e456f9314d5aa981352863c21803e182893f3b484e5,544,"[{'window_id': 12, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 97.86304932599887}, {'window_id': 13, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 98.56700664700475}]",5.223141269995638
8,1.8210984040051699,0.3349609375,0.3245601002791042,2048,386.3006926649832,24,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-10', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-17', 'decentr-19', 'decentr-20']",0,[],[],0,110,110.0,23,0,32,0,89.93137240697979,[],[],2,1.9507241123199464,0.314,0.2527436331004572,1.9421564064025878,0.3156,0.25611589501215115,ad269fec1bfebf9dad60f3e242453b0a92bae76c401981237138d7893c89909a,608,"[{'window_id': 14, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 96.93466337400605}, {'window_id': 15, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 95.35872262599878}]",5.301569577500382
9,1.7680232276519139,0.3483072916666667,0.3391201692165564,1536,348.50325991000864,16,"['decentr-03', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-13', 'decentr-15', 'decentr-16', 'decentr-18', 'decentr-20']",0,[],[],0,140,140.0,16,0,28,0,77.95484391099308,[],[],2,1.803011587905884,0.3108,0.248645935110768,1.789719088745117,0.3175,0.25634252796180074,c830cddd6f76a444ec58d65083fcf80e88ac1b681b6da4216d6f7b6e86432875,656,"[{'window_id': 16, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 61.97351286301273}, {'window_id': 17, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 93.9180889739946}]",4.40741931767476
10,1.7631796058267355,0.3515625,0.34104885205569735,2048,387.5561886339856,16,"['decentr-02', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-11', 'decentr-15', 'decentr-19', 'decentr-20']",0,[],[],0,120,120.0,16,0,32,0,89.73392471295665,[],[],2,2.0905311069488524,0.2798,0.2183673018619369,2.113446495246887,0.2701,0.2109416582334689,62f8bf6211a4e1a4c0e0250e023ef7f241bae0e11841039c84738e26da210a03,720,"[{'window_id': 18, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 143.1614120710001}, {'window_id': 19, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.1687984369928}]",5.284395037577802
