window_id,epoch_id,epoch_window_index,epoch_window_count,node_id,assigned_shard_count,assigned_sample_count,samples_processed,effective_throughput,local_inventory_count,cache_hit_rate,shards_pulled_total,bytes_transferred_total,prefetch_wait_s_total,transfer_retry_count
0,0,0,2,decentr-17,3,1536,1536,12.788134942261559,43,1.0,0,0,0.0,0
1,0,1,2,decentr-17,3,1536,1536,11.972222924307797,43,1.0,0,0,0.00858941301703453,0
2,1,0,2,decentr-17,6,3072,3072,12.504134542914922,43,1.0,0,0,0.00858941301703453,0
3,1,1,2,decentr-17,2,1024,1024,6.961663163893568,43,1.0,0,0,0.015712712018284947,0
