epoch,local_train_loss,local_train_accuracy,local_train_macro_f1,samples_processed,duration_s,mixed_peer_updates,mixed_senders,dropped_peer_updates,dropped_peer_senders,drop_reasons,nonfinite_peer_updates,max_staleness,max_normalized_staleness,stale_mixed_peer_updates,hard_dropped_stale_peer_updates,pushes_sent,failed_pushes_total,push_elapsed_s,push_failed_targets,push_failure_reasons,window_count,val_loss,val_accuracy,val_macro_f1,test_loss,test_accuracy,test_macro_f1,state_digest,last_step,windows,samples_per_s
1,2.4050583580128393,0.13925729442970822,0.13714177685540396,3016,467.7340140590095,28,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,13,13.0,25,0,44,0,123.37477155411034,[],[],2,2.2500816543579103,0.1952,0.1173752254559732,2.2480759134292603,0.1994,0.12133028669737511,ae683f3d3c726b3932894e1c8376e11603c4ca44c28ecb85b0c9490448618671,95,"[{'window_id': 0, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 1992, 'duration_s': 183.0288854620012}, {'window_id': 1, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 94.21672143097385}]",6.448109201695774
2,2.1412286050617695,0.2119140625,0.19670446877164344,1024,304.63189776497893,24,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,30,30.0,22,0,20,0,56.03458879899699,[],[],2,2.3115856994628907,0.2032,0.12160479660254495,2.311187802505493,0.2036,0.12407582965117378,ce4d23ad24fee73d32f6f86a4d617da59d103cd7919b22a92ea36e8d6f62e59b,127,"[{'window_id': 2, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 63.62075855000876}, {'window_id': 3, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 47.786290093004936}]",3.3614339388385646
3,2.0998222748860123,0.22281167108753316,0.21334571529493354,3016,476.65859856197494,37,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,70,70.0,31,0,48,0,133.43077308899956,[],[],2,2.0259817932128907,0.2698,0.23756020685838233,2.010228518486023,0.2753,0.24314478770416406,df027bc7cbf5188d834bca2b2a639adcd94177e922fd2c9b344ae75e2b5deb30,222,"[{'window_id': 4, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 5, 'samples_processed': 2504, 'duration_s': 225.7578275159758}, {'window_id': 5, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 58.278828162001446}]",6.3273798250968945
4,2.024237269748111,0.246684350132626,0.24182843232640364,3016,465.3970078419952,35,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,60,60.0,34,0,44,0,122.06657131598331,[],[],2,2.209361378097534,0.254,0.17166793743332687,2.1938940322875977,0.2523,0.1711665060235235,1b9a1cfa6de73a04c30d42e26a4194057d277e23822eed91a8709d0e0b8bc44e,317,"[{'window_id': 6, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 1992, 'duration_s': 178.58729319201666}, {'window_id': 7, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 93.96104297897546}]",6.480488591847475
5,1.9147838050553907,0.29078249336870027,0.2836458323543315,3016,477.7956697079935,35,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,120,120.0,34,0,48,0,132.76961291086627,[],[],2,2.055389934539795,0.2798,0.22436180119494362,2.0567140609741212,0.2753,0.22094433953,ec1dbe03738c7cfcd5be0aa1a71be92e266fb75264b21a066b9ee7e2b89c187c,412,"[{'window_id': 8, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 192.78695652799797}, {'window_id': 9, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 968, 'duration_s': 92.9807735249924}]",6.312321754283037
6,1.920166562659671,0.29708222811671087,0.29151861589178485,3016,467.93727990600746,27,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,110,110.0,25,0,44,0,120.72870090903598,[],[],2,1.8468770240783692,0.332,0.317737372494031,1.8359261499404906,0.343,0.33044536366731336,7cb7e2915db50a107f6fd3f7653c34135381f81b953d2d422d39f81bfaa2f306,507,"[{'window_id': 10, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 179.82880339899566}, {'window_id': 11, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 968, 'duration_s': 91.46400949099916}]",6.445308227217568
7,1.8223070874810219,0.330078125,0.32434724802169457,2048,402.09068666698295,28,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-15', 'decentr-16', 'decentr-18', 'decentr-19']",0,[],[],0,140,140.0,28,0,36,0,101.2671134120028,[],[],2,1.9459795148849488,0.3202,0.28982773983531634,1.939652278137207,0.3155,0.2805038223284856,e74d5e4cb104701367ec16b03d81e2efa56d368f1920292fb8483d0932ffed5e,571,"[{'window_id': 12, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 145.54165582699352}, {'window_id': 13, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 60.99671484401915}]",5.093378354461072
8,1.7962775397986268,0.33865814696485624,0.33099482852138973,2504,425.8434227720136,35,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-12', 'decentr-14', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,150,150.0,35,0,36,0,102.68349648299045,[],[],2,2.1545948595046998,0.2794,0.2266111191579491,2.155083635520935,0.276,0.22862515549367557,fb284b6a27d369e1a7f4d4e1c3e83cdfc640817a75471149fe86a2532658f7e5,650,"[{'window_id': 14, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1480, 'duration_s': 134.4199672889954}, {'window_id': 15, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 96.37713059000089}]",5.880095514215754
9,1.7379927726599356,0.3757987220447284,0.36487716547110594,2504,422.5072903149994,28,"['decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-12', 'decentr-14', 'decentr-16', 'decentr-18', 'decentr-19']",0,[],[],0,148,148.0,27,0,36,0,99.98930507097975,[],[],2,1.9000147232055664,0.3424,0.31447209178229485,1.8984154800415038,0.3498,0.32467039802897063,852b8185b68b4f9c0988645a244ddb22b5281ac3cd50c521e12d63a3d0d4ccd8,729,"[{'window_id': 16, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 133.0573039149749}, {'window_id': 17, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 968, 'duration_s': 93.55605819099583}]",5.926524955659696
10,1.7215841265913017,0.3761980830670926,0.37272044300907803,2504,431.83855878398754,32,"['decentr-02', 'decentr-03', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-09', 'decentr-10', 'decentr-12', 'decentr-13', 'decentr-16', 'decentr-19']",0,[],[],0,150,150.0,32,0,40,0,111.63991647496005,[],[],2,1.919920862007141,0.3384,0.30474492881411785,1.9146620141983033,0.3495,0.31520255703957334,46b7843b431c13b9597aeae52b8cf087891e24250005712490c397a0924fe9c1,808,"[{'window_id': 18, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 1992, 'duration_s': 190.73414716200205}, {'window_id': 19, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 49.256969629001105}]",5.798463219799093
