window_id,epoch_id,epoch_window_index,epoch_window_count,node_id,assigned_shard_count,assigned_sample_count,samples_processed,effective_throughput,local_inventory_count,cache_hit_rate,shards_pulled_total,bytes_transferred_total,prefetch_wait_s_total,transfer_retry_count
0,0,0,2,decentr-14,3,1536,1536,10.87105068093815,41,1.0,0,0,0.0,0
1,0,1,2,decentr-14,1,512,512,6.079499366341661,41,1.0,0,0,0.005955490021733567,0
2,1,0,2,decentr-14,3,1536,1536,8.07571342399371,41,1.0,0,0,0.005955490021733567,0
3,1,1,2,decentr-14,1,512,512,6.139791613021945,41,1.0,0,0,0.01259195400052704,0
