window_id,epoch_id,epoch_window_index,epoch_window_count,node_id,assigned_shard_count,assigned_sample_count,samples_processed,effective_throughput,local_inventory_count,cache_hit_rate,shards_pulled_total,bytes_transferred_total,prefetch_wait_s_total,transfer_retry_count
0,0,0,2,decentr-14,3,1536,1536,11.123697805473896,38,1.0,0,0,0.0,0
1,0,1,2,decentr-14,2,1024,1024,10.450797070440219,38,1.0,0,0,0.009152803017059341,0
2,1,0,2,decentr-14,6,3072,3072,11.57048068245576,38,1.0,0,0,0.009152803017059341,0
3,1,1,2,decentr-14,2,1024,1024,10.819873099247127,38,1.0,0,0,0.016274626017548144,0
4,2,0,2,decentr-14,3,1536,1536,10.686819529253057,38,1.0,0,0,0.016274626017548144,0
5,2,1,2,decentr-14,2,1024,1024,10.90576260864057,38,1.0,0,0,0.021982320002280176,0
6,3,0,2,decentr-14,3,1536,1536,10.52642900009162,38,1.0,0,0,0.021982320002280176,0
7,3,1,2,decentr-14,2,1024,1024,10.957277210031926,38,1.0,0,0,0.02840838598785922,0
8,4,0,2,decentr-14,3,1536,1536,10.628611678657728,38,1.0,0,0,0.02840838598785922,0
9,4,1,2,decentr-14,1,512,512,8.77585488219231,38,1.0,0,0,0.03719131299294531,0
10,5,0,2,decentr-14,3,1536,1536,11.51274178860183,38,1.0,0,0,0.03719131299294531,0
11,5,1,2,decentr-14,1,512,512,10.648551483543711,38,1.0,0,0,0.04444702799082734,0
12,6,0,2,decentr-14,3,1536,1536,10.768658516893396,38,1.0,0,0,0.04444702799082734,0
13,6,1,2,decentr-14,1,512,512,10.907071479679757,38,1.0,0,0,0.050482879974879324,0
14,7,0,2,decentr-14,2,1024,1024,10.529998039514666,38,1.0,0,0,0.050482879974879324,0
15,7,1,2,decentr-14,1,512,512,10.271526840441442,38,1.0,0,0,0.057343336957274005,0
16,8,0,2,decentr-14,3,1536,1536,10.706380074846058,38,1.0,0,0,0.057343336957274005,0
17,8,1,2,decentr-14,1,512,512,8.747190933830181,38,1.0,0,0,0.06386296695563942,0
18,9,0,2,decentr-14,1,512,512,10.617241070592167,38,1.0,0,0,0.06386296695563942,0
19,9,1,2,decentr-14,2,1024,1024,10.779517096874503,38,1.0,0,0,0.07270233996678144,0
20,10,0,2,decentr-14,2,1024,1024,10.27201572049994,38,1.0,0,0,0.07270233996678144,0
21,10,1,2,decentr-14,1,512,512,9.86531299618767,38,1.0,0,0,0.07890189296449535,0
22,11,0,2,decentr-14,2,1024,1024,10.585817732828966,38,1.0,0,0,0.07890189296449535,0
23,11,1,2,decentr-14,1,512,512,10.623836928155901,38,1.0,0,0,0.08529291796730831,0
24,12,0,2,decentr-14,3,1536,1536,10.956524051838393,38,1.0,0,0,0.08529291796730831,0
25,12,1,2,decentr-14,1,512,512,10.880371485981781,38,1.0,0,0,0.09166198497405276,0
26,13,0,2,decentr-14,3,1536,1536,11.90071132042143,38,1.0,0,0,0.09166198497405276,0
