epoch,local_train_loss,local_train_accuracy,local_train_macro_f1,samples_processed,duration_s,mixed_peer_updates,mixed_senders,dropped_peer_updates,dropped_peer_senders,drop_reasons,nonfinite_peer_updates,max_staleness,max_normalized_staleness,stale_mixed_peer_updates,hard_dropped_stale_peer_updates,pushes_sent,failed_pushes_total,push_elapsed_s,push_failed_targets,push_failure_reasons,window_count,val_loss,val_accuracy,val_macro_f1,test_loss,test_accuracy,test_macro_f1,state_digest,last_step,windows,samples_per_s
1,2.3636176586151123,0.13232421875,0.1258102004443221,2048,401.91437297299854,30,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,10,10.0,8,0,32,0,99.03247840711265,[],[],2,2.2463276287078857,0.143,0.05274917365699726,2.241273885345459,0.1401,0.05187703845913146,f08566ad56ef9e7401d72090bbfa127c8b0cfc35d50dfe0dc2cb4296e5d37851,64,"[{'window_id': 0, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 144.4801977170282}, {'window_id': 1, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 62.28706412599422}]",5.09561274171598
2,2.2113176003098487,0.166015625,0.16375871355493996,2560,444.52091793,35,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,20,20.0,17,0,40,0,117.4145865199389,[],[],2,2.0688702182769774,0.2024,0.13796117339413988,2.0526679403305055,0.208,0.13872174453796932,e2e63951f23c27d7d2b801e14d195f50a1b5ed362e1e81164e89f1192a872126,144,"[{'window_id': 2, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 150.7971107570047}, {'window_id': 3, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 98.26046702900203}]",5.759009074131199
3,2.093174211680889,0.2255859375,0.2159834967792932,2048,396.91065942001296,38,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,63,63.0,29,0,32,0,93.80000063998159,[],[],2,2.0232960334777834,0.2576,0.20011623161761521,2.016671551132202,0.2536,0.19535559734901406,3051889e00e41e4942bcad9704355a3c67e7a95dc5d89cb2a45abb544e885932,208,"[{'window_id': 4, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 151.1056537789991}, {'window_id': 5, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 50.61821291898377}]",5.15985134536988
4,1.9920098334550858,0.2685546875,0.26481656233397644,2048,406.8064168150013,31,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,60,60.0,24,0,36,0,105.14196488593007,[],[],2,1.9029355312347411,0.3282,0.3137133197004428,1.892615976333618,0.3335,0.3205699464622533,366ece32a4a2df38686ab34e25e6b7c9deed63459e3ad12c4ade2c01b144d7b9,272,"[{'window_id': 6, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 148.38406296400353}, {'window_id': 7, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 61.95974753701012}]",5.034335534907124
5,1.97189537063241,0.263671875,0.2553294232153514,2048,384.90301888799877,28,"['decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,80,80.0,21,0,28,0,81.2810118769412,[],[],2,2.0527344200134277,0.2532,0.1661925886355632,2.04625435962677,0.2505,0.1654388938224441,27505bbbc07c8d8f5a3d325d8d615c5d9fad4e1baa7fb9f37fe3240e6fcb0512,336,"[{'window_id': 8, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 137.49986421401263}, {'window_id': 9, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 49.58667220000643}]",5.320820828885051
6,1.8975932393223047,0.30322265625,0.29245372412302495,2048,395.8624524520128,29,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,110,110.0,21,0,32,0,92.7998074600473,[],[],2,1.8782460468292237,0.311,0.2750902003591749,1.873312208366394,0.3031,0.2667015572972904,e73084512c52d9765ec3a2fec0c44aa68207097036d7409f2c1aff1bd7c2f419,400,"[{'window_id': 10, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 148.11513899598503}, {'window_id': 11, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.70760133198928}]",5.173514151985057
7,1.8474896624684334,0.314453125,0.3020176344753674,1536,346.7408521020261,19,"['decentr-01', 'decentr-03', 'decentr-04', 'decentr-06', 'decentr-07', 'decentr-08', 'decentr-10', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-17', 'decentr-19', 'decentr-20']",0,[],[],0,80,80.0,18,0,24,0,69.89674502500566,[],[],2,1.8504103874206543,0.3338,0.3102474450403847,1.840459314918518,0.3362,0.31281572019972226,197b5dc1dc7151b555d239fe565b18154440a3d4db059ae421e0f0e3fb5e5646,448,"[{'window_id': 12, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 98.86102490100893}, {'window_id': 13, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.474304319999646}]",4.429821264752625
8,1.8461571604013443,0.316796875,0.31514233352645,2560,441.50893901498057,22,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-11', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-18', 'decentr-19']",0,[],[],0,97,97.0,21,0,40,0,115.94782052500523,[],[],2,1.9033414684295655,0.351,0.29216954746838575,1.9125087642669678,0.3444,0.29035104966738257,d25db83c2fd3c8fd419001ff5b095a6cd326dea568db885264c735db2efe4cb2,528,"[{'window_id': 14, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 195.76581729602185}, {'window_id': 15, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.16302972199628}]",5.798297098381372
9,1.7791563034057618,0.339453125,0.333585362320166,2560,437.4130346600141,13,"['decentr-02', 'decentr-06', 'decentr-08', 'decentr-11', 'decentr-14', 'decentr-15', 'decentr-18', 'decentr-19']",0,[],[],0,78,78.0,11,0,40,0,115.33367015502881,[],[],2,2.120434832382202,0.2806,0.2190865502853808,2.107382902145386,0.2815,0.2201181260484974,d2c34a95a23b96d2b10b31a6ebee4e5e2413a5a7d42eef8117a123b8c7e310ea,608,"[{'window_id': 16, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 193.8754959719954}, {'window_id': 17, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 47.494910175999394}]",5.852591937480324
10,1.7139906480908393,0.3609375,0.354461894950266,2560,441.33494436598266,18,"['decentr-01', 'decentr-02', 'decentr-04', 'decentr-05', 'decentr-06', 'decentr-11', 'decentr-15', 'decentr-17', 'decentr-18', 'decentr-19']",0,[],[],0,90,90.0,14,0,40,0,116.2033820770157,[],[],2,1.822955316543579,0.361,0.3277185674598778,1.8113131450653077,0.3676,0.33442051583467547,bebb3ba314be17bec85a00febd31ec0cec23d633106af1d5a7d9b45a4c0d8cc6,688,"[{'window_id': 18, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 195.8716671160073}, {'window_id': 19, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 48.35733344999608}]",5.800583055297537
