epoch,local_train_loss,local_train_accuracy,local_train_macro_f1,samples_processed,duration_s,mixed_peer_updates,mixed_senders,dropped_peer_updates,dropped_peer_senders,drop_reasons,nonfinite_peer_updates,max_staleness,max_normalized_staleness,stale_mixed_peer_updates,hard_dropped_stale_peer_updates,pushes_sent,failed_pushes_total,push_elapsed_s,push_failed_targets,push_failure_reasons,window_count,val_loss,val_accuracy,val_macro_f1,test_loss,test_accuracy,test_macro_f1,state_digest,last_step,windows,samples_per_s
1,2.3507674746215343,0.1220703125,0.1149764211487787,2048,773.2228796859999,141,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,16,16.0,10,0,152,0,460.6189539631159,[],[],2,2.2518572395324705,0.1318,0.0540474374092622,2.2528626487731933,0.1289,0.053665863606374875,e9c11e62b280786c95a3fb73417ffd6149e80abe333521f492c1227a82bbb622,64,"[{'window_id': 0, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 380.556509394999}, {'window_id': 1, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 197.5508266830002}]",2.648654164025355
2,2.1990146711468697,0.1828125,0.16890161368608939,2560,893.4525598540058,149,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,26,26.0,114,0,190,0,547.3895296800329,[],[],2,2.087192430496216,0.2358,0.19099508139246446,2.0724340421676635,0.2393,0.193125359518165,67e92c7a959a141eae6ccea9b96e188a73f69586b48f6b2b133e1b4ba79ab55e,144,"[{'window_id': 2, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 503.3548083760106}, {'window_id': 3, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 190.97280175199558}]",2.8652892330604725
3,2.0845646895468235,0.21484375,0.201075472153511,1024,480.20191703899764,68,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,50,50.0,39,0,76,0,221.06962844499503,[],[],2,1.957386710357666,0.2918,0.276325838814684,1.9469030073165894,0.3061,0.29063154627056614,acbeaf703eb56bd11bd571c86bb01b8ffd924c20fd1f2737588a8172f10f8247,176,"[{'window_id': 4, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 142.06879531100276}, {'window_id': 5, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 139.11363020399585}]",2.13243630161693
4,2.027151832357049,0.248046875,0.24099869170805172,2048,758.7145031220134,108,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,50,50.0,92,0,152,0,442.48551851391676,[],[],2,1.9487843879699707,0.2792,0.21484987882827555,1.9394456506729125,0.2881,0.22384613558265049,bf82063d6d4e1a1112c14859cbfaf03aeaa1d27dc8c96c070f869ff0028044a8,240,"[{'window_id': 6, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 414.89645383700554}, {'window_id': 7, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 143.6872286239959}]",2.699302559227142
5,1.904571419581771,0.3076171875,0.29757649358592486,2048,753.7762222080055,109,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,70,70.0,101,0,152,0,435.8894480219751,[],[],2,1.8650041709899903,0.3316,0.2908349169675974,1.8589870464324951,0.3301,0.2918122733192636,a8d32d3cdb5b5e4c2d46f7cc075787cf0d27fdebdfbf1fed5858a07904b4b3e8,304,"[{'window_id': 8, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 356.69513408299827}, {'window_id': 9, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 196.39976329699857}]",2.716986739115859
6,1.8993822609384854,0.3111979166666667,0.3023653613160251,1536,675.5925378740067,98,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,80,80.0,87,0,133,0,382.47557333607983,[],[],2,1.8039400938034058,0.3522,0.32084985278142797,1.791450429534912,0.3638,0.3324428108986818,d32fd1bb346f830e28d3794add2264e8e19dc4ed6d8551c23eac5ce223d32050,352,"[{'window_id': 10, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 279.0744158370071}, {'window_id': 11, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 196.50876311700267}]",2.2735597477639007
7,1.8106035571545362,0.3310546875,0.3251089900330889,2048,698.3225902749982,100,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,88,88.0,84,0,133,0,385.41028157695837,[],[],2,1.936819476890564,0.3206,0.27038484283539865,1.9315331594467162,0.3137,0.2634985856829209,9630fba1de95dc04f3ec122f3f1ef031ac1b5538506722e156e90355b95101ce,416,"[{'window_id': 12, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 361.0914413819992}, {'window_id': 13, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 137.95117093800218}]",2.932742014250894
8,1.8194814890623092,0.32734375,0.31529142684300066,2560,834.4008491849963,128,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,94,94.0,118,0,171,0,490.8714715590322,[],[],2,1.793839324951172,0.362,0.32364720064374614,1.795941975212097,0.3621,0.3249740217314675,65ab4936a004df0f9b78bf8057ee89819253ac995f2fa6c28c24ea4f08ea92a5,496,"[{'window_id': 14, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 497.6109376860113}, {'window_id': 15, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 137.53060837599332}]",3.068069744296747
9,1.7319895014166833,0.38125,0.370061707089849,2560,893.9261626850057,140,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,120,120.0,124,0,190,0,549.633741558966,[],[],2,1.7575205757141112,0.3758,0.3409348223643079,1.7503362031936645,0.3836,0.348096964507537,9b6fde44815f270447f87c46c0792b832118911c29ef2012702782c7bf7ec2ef,576,"[{'window_id': 16, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 419.67436467499647}, {'window_id': 17, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 274.76395287999185}]",2.863771200420802
10,1.7370180487632751,0.36083984375,0.34469191103867,2048,756.2057938990038,116,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,130,130.0,101,0,152,0,438.45620584397693,[],[],2,1.7684623384475708,0.3688,0.33624386335098466,1.7631082723617553,0.3716,0.339067550546869,d184a478008af197843a849104157f1494f7e4df2568b9ecaa9b50ed45505f98,640,"[{'window_id': 18, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 418.234984789}, {'window_id': 19, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 137.75174120700103}]",2.7082574829802533
11,1.7327924147248268,0.383203125,0.37628961614346484,2560,835.5662565120001,126,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,140,140.0,119,0,171,0,488.5651841271465,[],[],2,1.7183560338974,0.3578,0.31527407239466954,1.7187654340744019,0.3583,0.3152873407465467,ac2881af39604199f9502d7b5edf2887d02dc76b36680c53a3382de8f0628cf8,720,"[{'window_id': 20, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 358.7737594390055}, {'window_id': 21, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 2, 'samples_processed': 1024, 'duration_s': 276.67199719500786}]",3.063790549281515
12,1.6846719622611999,0.382421875,0.37371540090021105,2560,833.605687962001,127,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,150,150.0,124,0,171,0,491.6671824300429,[],[],2,1.8572218370437623,0.3352,0.28720815655096466,1.845609553527832,0.3409,0.29604564874833855,48f816af2b51de0f941a5283b5d85e8f6352c3c790130249470760d0e6d7576a,800,"[{'window_id': 22, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 497.218507728001}, {'window_id': 23, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 137.68200629900093}]",3.0709963199251766
13,1.6318778283894062,0.39453125,0.38428368676187574,2048,747.4831667520048,116,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,160,160.0,111,0,152,0,432.7072821999318,[],[],2,1.6311861598968507,0.4004,0.3880574692925259,1.6259635389328002,0.418,0.40400858956339897,fbc0cc54d2791e79c526d185b7056a2b000b0b90fdf088ed0848a67b8782b354,864,"[{'window_id': 24, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 358.4354517949978}, {'window_id': 25, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 191.7877411350055}]",2.739861031117337
14,1.5907954405993223,0.4169921875,0.4095100654547229,2048,754.4080956840044,122,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,172,172.0,108,0,152,0,432.85587422894605,[],[],2,1.720594121170044,0.3986,0.3712172132797235,1.7136293367385864,0.3965,0.3728273763266762,501afe133c6c50c5eefe01d70bb185d8239141844df5283a19c2e464ad4eccac,928,"[{'window_id': 26, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 417.61823689400626}, {'window_id': 27, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 138.50847544099088}]",2.7147110585327505
15,1.5908033773303032,0.42626953125,0.41544828617429524,2048,805.9638124630001,130,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",0,[],[],0,200,200.0,113,0,171,0,487.89020874904236,[],[],2,1.5414707288742064,0.44,0.4241017039341773,1.534479645729065,0.4467,0.43173206858304053,47b4e14269ad7f2f5bed1f19fd5827dcedf380256e749eeff2cef3898f8ca735,992,"[{'window_id': 28, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 3, 'samples_processed': 1536, 'duration_s': 413.30565695199766}, {'window_id': 29, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 194.73210547599592}]",2.5410570156262677
16,1.6027673318982125,0.40625,0.39984386716017556,2560,886.8091720710072,139,"['decentr-01', 'decentr-02', 'decentr-03', 'decentr-04', 'decentr-05', 'decentr-07', 'decentr-08', 'decentr-09', 'decentr-10', 'decentr-11', 'decentr-12', 'decentr-13', 'decentr-14', 'decentr-15', 'decentr-16', 'decentr-17', 'decentr-18', 'decentr-19', 'decentr-20']",5,['decentr-19'],"['decentr-19:normalized_version_gap:210.000>hard_max:200.000:raw_gap=210:expected_peer_version=1000.000', 'decentr-19:normalized_version_gap:210.000>hard_max:200.000:raw_gap=210:expected_peer_version=1010.000', 'decentr-19:normalized_version_gap:210.000>hard_max:200.000:raw_gap=210:expected_peer_version=1020.000', 'decentr-19:normalized_version_gap:210.000>hard_max:200.000:raw_gap=210:expected_peer_version=1030.000', 'decentr-19:normalized_version_gap:208.000>hard_max:200.000:raw_gap=208:expected_peer_version=1040.000']",0,190,190.0,121,5,190,0,544.057889326883,[],[],2,1.6697997453689575,0.4072,0.37780232791633034,1.6675566356658935,0.4135,0.38554030423139163,02479b766242c1ed534f19ab58d0a409dabc55abf478be588fcc7cd9d2c5bfc3,1072,"[{'window_id': 30, 'epoch_window_index': 0, 'epoch_window_count': 2, 'assigned_shard_count': 4, 'samples_processed': 2048, 'duration_s': 493.61260732400115}, {'window_id': 31, 'epoch_window_index': 1, 'epoch_window_count': 2, 'assigned_shard_count': 1, 'samples_processed': 512, 'duration_s': 195.37119645399798}]",2.88675408489688
